msme_id,sector,revenue_stability,transaction_velocity,liquidity_ratio,employment_consistency,compliance_score,growth_indicator,risk_band
MSME-HIG-33320,Trader,0.16808668155317008,0.18729876265922632,0.09727551819176458,0.34573487822473986,0.3389628622155768,0.19275245611256206,High
MSME-MED-42010,Services,0.6655143366697961,0.6641331926166194,0.7319450896445345,0.3926757021816226,0.476376393281748,0.32235391751594655,Medium
MSME-LOW-87662,Manufacturer,0.7958083515801812,0.8370200232991621,0.9662802048599304,0.9387322505640153,0.9019855576368165,0.5768945505385479,Low
MSME-LOW-48232,Trader,0.6750342439415777,0.9984473002760353,0.7557162694953009,0.8871322549386881,0.8822494902922071,0.7981541668293246,Low
MSME-LOW-93189,Services,0.7149155245293892,0.9842289848329575,0.6031208219292209,0.8106850371770468,1,0.9882567196149603,Low
MSME-HIG-83777,Services,0.3073162836600839,0.15213502922454972,0.2351265551509049,0.381604294794679,0.32626817073341585,0.2032117818197759,High
MSME-LOW-36878,Services,0.8760572581574534,0.7488866589244808,0.7940359320686408,0.7139263909086746,1,0.6532665316874793,Low
MSME-LOW-33488,Manufacturer,0.7975424734840221,0.5263249906643431,0.8432235608893105,0.9078101261012952,1,0.6678534710236061,Low
MSME-LOW-90938,Manufacturer,0.9115835435272718,0.704522233955297,0.9539280937343372,0.8918056227341986,0.9795468531025506,0.7544054842110903,Low
MSME-LOW-55460,Trader,0.773856612636556,0.887688073831254,0.9055800335804954,0.9416009084764014,0.9523831403204714,0.8198066655403579,Low
MSME-LOW-26511,Manufacturer,0.6937400308380892,0.8013151923299909,0.5575524976759507,0.8950755755018426,0.8124376885107714,0.6542139744911891,Low
MSME-MED-20531,Services,0.36639806757676396,0.5564204009478733,0.5037730909845983,0.4871071258255642,0.6443615885780773,0.2639564411567186,Medium
MSME-LOW-59985,Manufacturer,0.8815460659133922,1,1,0.8409735747608856,0.8636998664108807,0.6371803772505157,Low
MSME-MED-82872,Services,0.5388567967393536,0.5683133371693889,0.7646206847120585,0.6827355872953175,0.4901704521713999,0.4289775620154088,Medium
MSME-HIG-64808,Services,0.42127028216981827,0.04818703683067111,0.2701652282748118,0.36312484073216755,0.2168919285789339,0.13809162030630467,High
MSME-LOW-43013,Services,0.6454556141652814,0.9977162006833342,0.9789015241234789,0.8386417090637132,0.9800512198626838,0.9688712500314238,Low
MSME-MED-14294,Trader,0.47273808414731366,0.4662853066275905,0.40058382747222415,0.46830489160192507,0.7484179646072237,0.4815486922194741,Medium
MSME-LOW-20424,Manufacturer,0.7250822426125275,0.9428176199229916,0.7120898843888586,0.7847799292316922,0.9094810121139008,0.7412913909575608,Low
MSME-MED-42107,Trader,0.3856352182187439,0.4527838037809749,0.5701986717421169,0.5748289897403495,0.5153870188588974,0.38240176993305447,Medium
MSME-LOW-74760,Manufacturer,0.9692778381146102,0.741634757044453,0.8269552881461366,0.7177786298353903,0.9713576434877217,0.7186438363700636,Low
MSME-LOW-83425,Services,0.9610912797887494,0.7230870362676997,0.785441712039203,0.8567441313362131,1,0.9698970404265217,Low
MSME-LOW-13200,Services,0.9132557593347556,0.936450676668764,0.6380690013173518,0.7912747023377232,0.9783949970045761,0.8360287920648094,Low
MSME-LOW-12288,Trader,0.8263835515428697,0.6562875395639625,0.9804965680715727,0.9037200870503703,0.885474433585113,0.6093306371902045,Low
MSME-HIG-69743,Manufacturer,0.10695757641177911,0.2966194814995759,0.03453143059441169,0,0.5431640797456826,0.35688241322639636,High
MSME-LOW-43215,Services,0.6972080002376702,0.8036950579637726,0.9489044130220465,1,0.9196529421021703,0.9405774417479048,Low
MSME-LOW-19105,Services,0.8344941383634326,0.948738078396315,0.8126652031651895,0.6212194535110686,0.950556656224506,0.9073273653215244,Low
MSME-MED-36641,Manufacturer,0.5721362864518245,0.24566281298018444,0.05742607562330704,0.41045822531314247,0.6643680174498876,0.30338695058122617,Medium
MSME-LOW-40323,Manufacturer,0.8367077504352222,0.7302118866424459,0.7093752426547858,0.7438088603130452,0.9709402150381139,0.6875578123429192,Low
MSME-LOW-72502,Manufacturer,0.7203637940928075,0.8733501682059116,0.7668429620529145,0.8859855336250098,0.9411231208023908,0.7408706089220489,Low
MSME-LOW-50229,Trader,0.8628609111864259,0.9408300506679433,1,0.7245156921354831,1,0.8309951212618568,Low
MSME-LOW-73759,Services,0.8579979399370752,0.6831069304708779,0.7549801807136447,0.7412095263712988,1,0.6382681493696815,Low
MSME-MED-39395,Services,0.5688209712254148,0.4886452548989759,0.25996249121957177,0.6334859379153199,0.4788285286559308,0.5003125406773773,Medium
MSME-LOW-18650,Services,0.6724122640256709,0.6892535236406502,0.6733761944704809,0.8064536630438184,0.8531568357937339,0.9057328752397765,Low
MSME-MED-27702,Services,0.4715907402453179,0.5608801591760111,0.511002008465633,0.837552618621039,0.9069947396931055,0.6175144981940921,Medium
MSME-LOW-91740,Manufacturer,0.8772660117846095,0.8574026233762208,0.7037713743578367,0.8991824856149512,1,0.9363451841957687,Low
MSME-HIG-71321,Manufacturer,0.2785523582672076,0.24297670642554856,0.29609011259571116,0,0.30078928263300764,0.44909088071401654,High
MSME-LOW-33045,Manufacturer,0.9118920993045343,0.8354573585758331,0.8316294335921341,0.6232868594268921,1,0.7533363164230501,Low
MSME-MED-97875,Trader,0.6167838075529876,0.4721509228146866,0.5711053867375444,0.5130113455877996,0.7571903406437684,0.4996428233424419,Medium
MSME-LOW-78739,Trader,0.6676245079771428,0.783887728532725,1,0.761959576357729,0.8856250808048506,0.6634415575357138,Low
MSME-MED-31500,Manufacturer,0.3195281855189761,0.3942509764369865,0.4715671889927304,0.7322222824560598,0.5936826403808868,0.25725025871101265,Medium
MSME-MED-86428,Manufacturer,0.5316020867293414,0.27950295352619553,0.492258140938319,0.7358385066827924,0.7989896209336206,0.5195611801162767,Medium
MSME-LOW-32909,Trader,0.8466141408654853,0.7511202379691285,1,0.8197344365489762,0.9031944123082883,0.9559860952640135,Low
MSME-LOW-86012,Trader,0.7962358123294031,0.7043506137005161,0.8842940697547331,0.6920888891739836,1,0.9461524364681064,Low
MSME-MED-24154,Manufacturer,0.532925974257711,0.23103241830900412,0.2745085633345066,0.6410649035984084,0.5511882659153877,0.44467258124202563,Medium
MSME-LOW-42475,Trader,0.728829113352404,0.9857797172527408,0.8952338133350443,0.871829130398768,0.9553468871927258,0.7367599549569092,Low
MSME-LOW-92461,Services,0.8351425833066274,0.898901311196555,0.6567358895782892,0.9692061093402867,1,0.705281682448888,Low
MSME-LOW-35882,Services,0.8351079675348427,0.6855136238325611,0.6999388787647268,0.8563844427570575,1,0.4113337856901964,Low
MSME-LOW-35661,Services,0.8524045998501528,0.8896608728756247,1,0.8350723052526557,0.9247284703956462,0.7014786891314885,Low
MSME-LOW-73127,Manufacturer,0.8410289984778371,0.7638282402861402,0.6699535671706176,0.7964382669580857,1,0.8156722070941855,Low
MSME-HIG-82696,Manufacturer,0.2287892625850974,0.23529437871078138,0.3613262462748378,0.32621841929189593,0.5911488955643094,0.39568221223649125,High
MSME-MED-66705,Trader,0.4385943453126879,0.5350640637414121,0.49673313820222703,0.5059958593003309,0.5619368327540871,0.24355471703516954,Medium
MSME-MED-68703,Manufacturer,0.6964326481258382,0.4422820802620849,0.5259776883627499,0.48200793183549706,0.779261192111851,0.5406774333141682,Medium
MSME-LOW-94142,Manufacturer,0.7617628979776733,0.9961714355509317,0.7015576074615961,1,0.8974681927982535,0.7888465809226353,Low
MSME-HIG-10775,Trader,0.004839456411492471,0.5401992959913188,0,0.3781683749070147,0.6011950991833128,0.19345326033055552,High
MSME-HIG-25685,Trader,0.029054282600350825,0.12722025472763318,0.15348190527376043,0.26933042776292015,0.32436307230038997,0.15592857643488112,High
MSME-MED-25563,Services,0.304684731991964,0.5168484612300128,0.513191775589705,0.4519014942920505,0.7143828227829034,0.599959527305796,Medium
MSME-HIG-28534,Services,0.3580559048503392,0.0706188866117925,0.1171356263138189,0.5231672679194854,0.4284675182367696,0.3587553810595572,High
MSME-LOW-29919,Trader,0.8742355047706916,0.8660599387137259,0.6968864851376387,0.8491510871515401,0.9921934849915504,0.6659978756748484,Low
MSME-HIG-96224,Trader,0.3280636585568998,0.022673574795039442,0,0.29387713951995215,0.38970332455700585,0,High
MSME-LOW-81618,Manufacturer,0.8919537080191964,0.9197938260069665,0.6307488941735554,0.779476974165346,1,0.958158938187519,Low
MSME-MED-50231,Trader,0.6797726509410366,0.6155171309095134,0.41518888505506324,0.7225792885287476,0.6822186497615513,0.3846218323845797,Medium
MSME-LOW-84511,Services,0.9046777543618514,0.7551332620595828,0.8764601526332989,0.7251773766751847,1,0.6376231557112418,Low
MSME-LOW-36798,Trader,0.8944084837664746,0.8510927901703133,0.536563082527882,0.7929218167434385,0.9494003494536241,0.8259033221806729,Low
MSME-HIG-94751,Manufacturer,0.07149767181396527,0.11270875553560321,0.25459802242045126,0.5073410730049495,0.46833992600288465,0.138917485583966,High
MSME-LOW-53362,Services,0.9458060885315824,0.9069530956429623,0.9398595699669485,0.88673945004257,0.9317453084696264,0.7744382341022706,Low
MSME-MED-71676,Services,0.550021443073256,0.7254329102310052,0.4344860719375175,0.6219466286648441,0.5732410196367208,0.5460247306915215,Medium
MSME-LOW-73739,Manufacturer,0.7497706963518922,0.7495411837165329,0.7710442632814276,0.792428191090181,0.9381873424638181,0.65966677413505,Low
MSME-HIG-43653,Manufacturer,0.11312178285172893,0.12341828896135523,0.24231667087244818,0.3292109713296596,0.2831724475066122,0.18427791194487889,High
MSME-LOW-84132,Services,0.9240270313783148,0.7900439623615523,0.7528636468795811,0.8567372641780278,0.9445034043226911,0.679853564120088,Low
MSME-HIG-11381,Trader,0.20607643414377835,0.033547482400823746,0.10564839554574264,0.531702888769159,0.5482741243963813,0.03691693509599739,High
MSME-LOW-27684,Services,0.7480358029719539,0.7456132433981847,0.9585689146697687,0.9663568131321556,1,0.5645128316380751,Low
MSME-LOW-61527,Services,0.7562928395449591,0.9574923151321046,1,0.8245828673032491,1,0.7425417568918543,Low
MSME-MED-10869,Manufacturer,0.7093860893381568,0.4840486246798777,0.7604523494618348,0.7428494424926083,0.6699267188735919,0.522186522913472,Medium
MSME-LOW-89268,Services,0.9261177950094149,0.9205354806483572,0.7979217398308076,0.9832833592301905,1,0.795613620362397,Low
MSME-MED-32353,Services,0.5683888434420051,0.5303109412576491,0.2573899199223463,0.8580274431066042,0.5864783554449774,0.6406202372293385,Medium
MSME-LOW-29702,Manufacturer,0.701178285350987,0.7404615151431451,0.7564658129682814,0.9107481097988447,1,0.915419626482233,Low
MSME-HIG-35329,Trader,0.32457844273801273,0.10690716833531494,0.25813274705660383,0,0.43448576475920314,0.3270217468902893,High
MSME-MED-53805,Trader,0.6802191054525145,0.5122001251409564,0.29090396524253753,0.5319453066929305,0.43729975796685416,0.25338325372871373,Medium
MSME-MED-47072,Trader,0.7477044160887597,0.6099066313077798,0.38929597427695395,0.5077205125197276,0.6305319560913766,0.4356135679029757,Medium
MSME-MED-70170,Trader,0.5834252709018811,0.3826805997232987,0.2995877019707508,0.6748774610044096,0.7366541980027818,0.5933943870953566,Medium
MSME-HIG-47781,Trader,0.37048114738902715,0.3501554005252979,0.24471939084130218,0.22520377811076173,0.3364879773018843,0.3044933746075536,High
MSME-MED-21512,Manufacturer,0.5325686236190702,0.6196193186240361,0.4423280738498598,0.2920154116751269,0.7909575034740873,0.5051581391767853,Medium
MSME-LOW-65164,Services,0.9034649805188131,0.7695355799447665,0.7829239930807994,0.8982009065437597,0.8863670008766632,0.7740405416707388,Low
MSME-HIG-96364,Services,0,0.08930518565636214,0.2925660751285806,0.3929312037462151,0.5034387575790255,0.03434620511738848,High
MSME-LOW-97024,Manufacturer,0.8937218304897633,0.8172058800166229,0.6786300880333331,0.7013157428418452,0.9209447310272887,0.6207914764917656,Low
MSME-MED-58673,Manufacturer,0.33817724372363506,0.22758903023515153,0.2685687709847463,0.3886669648225283,0.7714045015332472,0.5712682479946519,Medium
MSME-LOW-80157,Manufacturer,0.9123992089150474,0.6644044046405018,0.951809829359048,0.8420826240843657,0.9849536613369511,0.553033251753977,Low
MSME-HIG-30868,Manufacturer,0.41839315023261925,0.2872700143643048,0.18604777081690504,0.10164338947377491,0.6090215820167895,0,High
MSME-LOW-52382,Services,0.7890788916144467,0.8193570113077083,0.8560460807127908,0.6835440982178045,0.9528940174874386,0.6414465421957732,Low
MSME-HIG-63463,Manufacturer,0.3668839545108692,0.35277368757465954,0.33299447516226666,0.3036429968473697,0.2656139970313814,0.32385633925227464,High
MSME-LOW-17775,Trader,0.8964703356392965,0.8646148348726017,0.49446961959383195,0.7880725874371779,1,0.8070615233875247,Low
MSME-LOW-29449,Services,1,0.7772421715529102,0.6063698894746327,0.7663637123945449,1,0.7438202760976536,Low
MSME-HIG-82506,Trader,0.3748022778250581,0.3453632522228465,0.3510887475099769,0.33379292826885304,0.6391840135944717,0.4394576594649015,High
MSME-MED-65726,Trader,0.5913000378354286,0.6976022132112397,0.41959735013464206,0.7309119503251665,0.5252404344973333,0.48954053413237386,Medium
MSME-MED-36308,Trader,0.2784167180022886,0.5403549871432273,0.24602808391339237,0.7831363510141202,0.7453880885654036,0.49040093526895423,Medium
MSME-LOW-64394,Manufacturer,0.8520861934546081,0.9054859637844365,0.8734408535457104,0.8470244646891053,1,0.7706836333245626,Low
MSME-MED-69256,Trader,0.31945045357877366,0.71095357539909,0.5174817839426294,0.5097674344950789,0.7526762094635858,0.45943959301781256,Medium
MSME-LOW-83210,Services,0.7123881159483324,0.6642543560906342,0.9797927965345261,0.7796019273444393,0.8795607083366829,0.6962266989710472,Low
MSME-MED-74112,Trader,0.6353834047432967,0.5641958490919888,0.2255830698641395,0.5931236858052684,0.6690978980849122,0.6742226462673999,Medium
MSME-LOW-31217,Trader,0.7570928550902221,0.6271022912773092,0.7827701089236243,0.6709203739170863,1,0.7669594456301975,Low
MSME-LOW-18293,Services,0.9224342910790533,0.7739856340727522,0.9919696397368531,0.8425245665812879,1,0.87817317037115,Low
MSME-LOW-13698,Manufacturer,0.8133091170597861,0.7651685972991232,0.7302739779163543,0.9664426922272906,0.9538512653839492,0.8297707367959982,Low
MSME-MED-85676,Manufacturer,0.4730852811695,0.6139067466151124,0.5665064694579447,0.7162391736759133,0.6085929141886828,0.5792484613295653,Medium
MSME-HIG-37577,Trader,0.09881811984639377,0.1288204065330995,0.28370666775124187,0.266671706954537,0.5196473526460256,0.05439950902486376,High
MSME-LOW-92876,Manufacturer,0.7123492713944896,1,0.5176969218277544,0.7207720249436089,0.9398866916947232,0.9154745151290702,Low
MSME-LOW-85812,Services,0.7616682753482517,1,0.7663655081978061,0.8512841212510288,0.9950305842376279,0.8364017652647723,Low
MSME-MED-49541,Trader,0.5934758951012868,0.5451386426224495,0.6201037432667332,0.5478245869650012,0.5295758129018067,0.49614947956151517,Medium
MSME-LOW-77440,Services,0.8098283208537724,0.7975100764237336,0.9509454065129528,0.8022552640600785,1,0.8296565451431855,Low
MSME-LOW-13076,Services,0.8474387059175811,0.7880686191264167,0.5611602623268112,0.9118032283018223,1,0.832999715309245,Low
MSME-LOW-66872,Trader,0.8331315077470595,0.6452916275844859,0.7284068611498715,0.7926354799181294,1,0.9413375264744002,Low
MSME-MED-95041,Trader,0.7164775804954389,0.4534082731656467,0.24599958036797176,0.450625876979915,0.6520254398270086,0.4089661482621557,Medium
MSME-LOW-76401,Manufacturer,0.8465543662923869,0.7220827125975421,0.8297348952520234,0.8103149666080975,0.9086305034876055,0.9296463520593501,Low
MSME-MED-28782,Services,0.40938068067428207,0.27320645980673386,0.5948096648046654,0.5362443571451382,0.505246290985823,0.5490709003525563,Medium
MSME-MED-93143,Manufacturer,0.510417734780104,0.5329979026192824,0.657394708596436,0.48531008923112967,0.6050717341222022,0.5911942683210504,Medium
MSME-HIG-41363,Manufacturer,0.20664805557656735,0.31312260977048667,0.3300106497064827,0.0976509150677012,0.3785774578349258,0.2780920474676181,High
MSME-HIG-57270,Manufacturer,0.10366473768672496,0.20546930218892243,0.2858883417275181,0,0.4808959613179608,0.03246843213192554,High
MSME-LOW-27707,Services,0.7245277192591281,0.7718247913689456,0.8662827623810678,0.7107199727655715,1,0.8667283028182449,Low
MSME-HIG-17548,Manufacturer,0.15269033613337857,0.14073013770939688,0.02821901514183478,0.22424196029238896,0.29534854349139594,0.2621324496485017,High
MSME-LOW-82487,Manufacturer,0.8821064120952181,0.9868715362523627,0.6623496005552124,0.8118178666833269,1,0.7242953250435041,Low
MSME-LOW-55188,Trader,0.7796767643816648,0.8779649494294766,0.9156350441466741,0.8919220545064344,0.9441081371310458,0.7343480610183418,Low
MSME-HIG-15502,Trader,0.4512000786771734,0.333293935756823,0.38977371100456315,0.13105494190940317,0.6145499598859022,0.055956226314777785,High
MSME-MED-57160,Manufacturer,0.5998663006363456,0.47154324837322675,0.6644953436607715,0.638139910516546,0.5044599114590382,0.5308476966816359,Medium
MSME-LOW-76991,Services,0.7937463590862897,0.977499410353826,0.7850773779906532,0.7048042604953336,1,0.6728206704081603,Low
MSME-LOW-80152,Trader,0.8133355136054282,0.7438441325641444,0.6874514038055329,0.824953603926398,0.9746633088765351,0.6865484527022084,Low
MSME-LOW-67623,Manufacturer,0.907294706063647,0.7848241158535949,0.7693760269709697,0.7486410400591187,1,0.6289659895063503,Low
MSME-LOW-25502,Trader,0.8870889515811872,0.8815899154047772,0.8672109953037935,0.753181843212095,0.9757892632762974,0.8463854095013408,Low
MSME-LOW-10144,Services,0.833894312099104,0.8726805285328783,0.8195794147326058,0.7415007048418945,0.8943127978313786,0.7283757474327169,Low
MSME-LOW-36842,Trader,0.8428128707660112,0.9118464236792475,0.8552368878915957,0.6564214506078069,1,0.8997605796415467,Low
MSME-MED-34514,Manufacturer,0.411947468479104,0.40032536059007784,0.6054139931294231,0.31467754974041573,0.686135185356598,0.3671751065823655,Medium
MSME-HIG-20349,Manufacturer,0.2700966944701546,0.19875240593729634,0.3069148270818548,0,0.4355395052880279,0.1016553547299212,High
MSME-LOW-59668,Services,0.836203420848987,0.757748995762726,0.8724648119845874,0.8796646445570645,1,0.7487446413373131,Low
MSME-HIG-60737,Trader,0.2358756213610883,0.24760466996205507,0.4836904691903261,0.28167430570975655,0.5113957625118951,0.049242647524184516,High
MSME-MED-84925,Services,0.6870042230425022,0.5921584593971174,0.47012672630727237,0.5332281002937264,0.4144023085361799,0.4910575427712836,Medium
MSME-LOW-45713,Manufacturer,0.7264622383318103,0.6706241991148224,0.6861130167351126,0.7646795641105839,0.973946967237302,0.7612117048523112,Low
MSME-LOW-61347,Manufacturer,0.7900991419743266,0.7162567016975395,0.8764249540638405,0.8101403959102041,0.9504671531869702,0.6692814049597616,Low
MSME-LOW-25514,Trader,0.6753259713561807,0.8686854394889035,0.8221337818222718,0.8027181832054762,0.9946506569175936,0.8331760629098247,Low
MSME-LOW-60347,Manufacturer,0.7772826481047999,0.873805908741444,0.9467038721342307,0.8188508393602412,0.9987017252812549,0.6949020004487712,Low
MSME-LOW-57649,Trader,0.8096335157183857,0.8089803674045242,0.7197907585556265,0.7677941692593104,1,0.7573776887620135,Low
MSME-LOW-56242,Manufacturer,0.9159945394448028,0.9148084507132874,0.7605421076566664,0.8074385776068401,0.9575897630938837,0.741327819525833,Low
MSME-LOW-67718,Services,0.7760642171038215,0.7859455894250226,0.6684527308664212,0.8537458422475679,0.8886890778166833,0.6426891547429734,Low
MSME-MED-19636,Manufacturer,0.5137842544897996,0.6622786244391612,0.5976320321457186,0.44397897859704627,0.6095774003719174,0.43668283400674757,Medium
MSME-LOW-21361,Manufacturer,0.8130530446009274,0.8200717348721157,0.7587697297254303,0.7291490730676765,0.9272083627219985,0.6967088690785803,Low
MSME-LOW-59509,Manufacturer,0.9442990661321847,0.8396341981145339,0.792067430893772,0.9148451181508094,0.9389705887409102,0.8373603759370322,Low
MSME-MED-26165,Services,0.3470557745498578,0.3946607668323629,0.405442239300567,0.5513789775257719,0.7748446814754582,0.8238328731361751,Medium
MSME-LOW-21303,Services,0.7675771488502466,0.818534996398565,0.7576624063108028,0.8504791102483269,0.9410712575276544,0.7332191799820037,Low
MSME-LOW-69027,Trader,0.677956096847097,0.9290988136353967,1,0.7314242187066049,0.8594939725561025,0.9274147432997338,Low
MSME-LOW-66767,Services,0.9140397495087703,0.7245635529655878,0.6357496856962301,0.8649983178820531,0.8910951547645248,0.8809802653480431,Low
MSME-HIG-95335,Manufacturer,0.5652513685426428,0,0.30939817634877825,0.4695001396606935,0.5434487259573815,0.1916017880322937,High
MSME-LOW-96691,Manufacturer,0.8937298624115484,0.8460148049068746,0.7868122931755632,0.7162042716991867,1,0.8227962674601821,Low
MSME-LOW-17203,Trader,0.7371025116588568,0.8474299503053184,0.9871961531765475,0.6916714388231594,0.9490161352351497,0.6178595190929367,Low
MSME-LOW-31510,Trader,1,0.8528977464048176,0.6630843821591411,0.865043216829582,1,0.7560611369871771,Low
MSME-MED-20525,Trader,0.6375805237268599,0.5732227640809263,0.5102782303680042,0.20457073962232902,0.43191239006400906,0.46600448824737245,Medium
MSME-HIG-40001,Services,0.3419732755309656,0.3495233804095887,0.045701846612115016,0.26507311209733475,0.5444369138526446,0.2791808978091157,High
MSME-MED-56907,Services,0.2513204303545705,0.43898845669670145,0.2227470052949091,0.6395621667424551,0.722084142498211,0.4728647519843761,Medium
MSME-HIG-23052,Manufacturer,0.5011861403369606,0.08170899849413268,0.1670193908141609,0.27748948855108707,0.39207382302050264,0.3291192974253271,High
MSME-LOW-25345,Manufacturer,0.9400851785728425,0.8536579894096951,0.6448306381685844,0.6709504501026389,0.9118379187575801,0.7759767700747148,Low
MSME-HIG-62703,Services,0.14599507848925428,0.23028849518131966,0.08573788193514456,0.3135071052792912,0.5344110296014909,0.08289735162524622,High
MSME-LOW-41182,Services,0.7132043629944685,0.9029454782875349,0.7687491324987362,0.816070472397065,0.9554879897466946,0.888913470376193,Low
MSME-LOW-32570,Trader,0.8596480783880935,0.7718379859926655,0.7904583804497423,0.8914073686510416,1,0.6999002685324427,Low
MSME-LOW-34476,Manufacturer,0.8258410092249213,0.9864639280195469,0.6242881249750575,0.8599897853906384,1,0.6571433059952858,Low
MSME-LOW-45938,Trader,0.8529164644649354,0.8232288294456975,1,0.7514157730187265,0.9814976779750997,0.8827581194600502,Low
MSME-HIG-25041,Services,0.4969362889630445,0,0.08353174898018423,0.37525727771044337,0.6905131824593593,0.23959298606676835,High
MSME-HIG-99516,Manufacturer,0.3623162508554919,0.20725809811371787,0.18310120796166954,0.5404787269505635,0.44620537699697843,0.5303619298888149,High
MSME-LOW-73446,Trader,1,0.8969040411296823,0.830212771993581,0.8752279156784317,1,0.6168257644031606,Low
MSME-MED-71114,Manufacturer,0.3015234551969994,0.602947958098387,0.3371145755863298,0.34139606003526857,0.538097640234205,0.5723704394838861,Medium
